"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"1982","Germany (until 1990 former territory of the FRG)","Crude divorce rate","1.9",""
"1983","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.0",""
"1984","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.1",""
"1985","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.1",""
"1986","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.0",""
"1987","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.1",""
"1988","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.1",""
"1989","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.0",""
"1990","Germany (until 1990 former territory of the FRG)","Crude divorce rate","1.9",""
"1991","Germany (until 1990 former territory of the FRG)","Crude divorce rate","1.7",""
"1992","Germany (until 1990 former territory of the FRG)","Crude divorce rate","1.7",""
"1993","Germany (until 1990 former territory of the FRG)","Crude divorce rate","1.9",""
"1994","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.0",""
"1995","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.1",""
"1996","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.1",""
"1997","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"1998","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"1999","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2000","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.4",""
"2001","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.4",""
"2002","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.5",""
"2003","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.6",""
"2004","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.6",""
"2005","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.4",""
"2006","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2007","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2008","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2009","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2010","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2011","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.3",""
"2012","Germany (until 1990 former territory of the FRG)","Crude divorce rate","2.2",""
"1960","Germany (including former GDR)","Crude divorce rate","1.0",""
"1961","Germany (including former GDR)","Crude divorce rate","1.0",""
"1962","Germany (including former GDR)","Crude divorce rate","1.0",""
"1963","Germany (including former GDR)","Crude divorce rate","1.0",""
"1964","Germany (including former GDR)","Crude divorce rate","1.1",""
"1965","Germany (including former GDR)","Crude divorce rate","1.1",""
"1966","Germany (including former GDR)","Crude divorce rate","1.1",""
"1967","Germany (including former GDR)","Crude divorce rate","1.2",""
"1968","Germany (including former GDR)","Crude divorce rate","1.2",""
"1969","Germany (including former GDR)","Crude divorce rate","1.3",""
"1970","Germany (including former GDR)","Crude divorce rate","1.3",""
"1971","Germany (including former GDR)","Crude divorce rate","1.4",""
"1972","Germany (including former GDR)","Crude divorce rate","1.5",""
"1973","Germany (including former GDR)","Crude divorce rate","1.6",""
"1974","Germany (including former GDR)","Crude divorce rate","1.8",""
"1975","Germany (including former GDR)","Crude divorce rate","1.9",""
"1976","Germany (including former GDR)","Crude divorce rate","2.0",""
"1977","Germany (including former GDR)","Crude divorce rate","1.5",""
"1978","Germany (including former GDR)","Crude divorce rate","1.0",""
"1979","Germany (including former GDR)","Crude divorce rate","1.6",""
"1980","Germany (including former GDR)","Crude divorce rate","1.8",""
"1981","Germany (including former GDR)","Crude divorce rate","2.0",""
"1982","Germany (including former GDR)","Crude divorce rate","2.1",""
"1983","Germany (including former GDR)","Crude divorce rate","2.2",""
"1984","Germany (including former GDR)","Crude divorce rate","2.3",""
"1985","Germany (including former GDR)","Crude divorce rate","2.3",""
"1986","Germany (including former GDR)","Crude divorce rate","2.3",""
"1987","Germany (including former GDR)","Crude divorce rate","2.3",""
"1988","Germany (including former GDR)","Crude divorce rate","2.3",""
"1989","Germany (including former GDR)","Crude divorce rate","2.2",""
"1990","Germany (including former GDR)","Crude divorce rate","1.9",""
"1991","Germany (including former GDR)","Crude divorce rate","1.7",""
"1992","Germany (including former GDR)","Crude divorce rate","1.7",""
"1993","Germany (including former GDR)","Crude divorce rate","1.9",""
"1994","Germany (including former GDR)","Crude divorce rate","2.0",""
"1995","Germany (including former GDR)","Crude divorce rate","2.1",""
"1996","Germany (including former GDR)","Crude divorce rate","2.1",""
"1997","Germany (including former GDR)","Crude divorce rate","2.3",""
"1998","Germany (including former GDR)","Crude divorce rate","2.3",""
"1999","Germany (including former GDR)","Crude divorce rate","2.3",""
"2000","Germany (including former GDR)","Crude divorce rate","2.4",""
"2001","Germany (including former GDR)","Crude divorce rate","2.4",""
"2002","Germany (including former GDR)","Crude divorce rate","2.5",""
"2003","Germany (including former GDR)","Crude divorce rate","2.6",""
"2004","Germany (including former GDR)","Crude divorce rate","2.6",""
"2005","Germany (including former GDR)","Crude divorce rate","2.4",""
"2006","Germany (including former GDR)","Crude divorce rate","2.3",""
"2007","Germany (including former GDR)","Crude divorce rate","2.3",""
"2008","Germany (including former GDR)","Crude divorce rate","2.3",""
"2009","Germany (including former GDR)","Crude divorce rate","2.3",""
"2010","Germany (including former GDR)","Crude divorce rate","2.3",""
"2011","Germany (including former GDR)","Crude divorce rate","2.3",""
"2012","Germany (including former GDR)","Crude divorce rate","2.2",""
"1960","Estonia","Crude divorce rate","2.1",""
"1961","Estonia","Crude divorce rate","2.1",""
"1962","Estonia","Crude divorce rate","2.0",""
"1963","Estonia","Crude divorce rate","2.2",""
"1964","Estonia","Crude divorce rate","2.5",""
"1965","Estonia","Crude divorce rate","2.3",""
"1966","Estonia","Crude divorce rate","3.2",""
"1967","Estonia","Crude divorce rate","3.2",""
"1968","Estonia","Crude divorce rate","3.1",""
"1969","Estonia","Crude divorce rate","3.3",""
"1970","Estonia","Crude divorce rate","3.2",""
"1971","Estonia","Crude divorce rate","3.2",""
"1972","Estonia","Crude divorce rate","3.3",""
"1973","Estonia","Crude divorce rate","3.2",""
"1974","Estonia","Crude divorce rate","3.3",""
"1975","Estonia","Crude divorce rate","3.4",""
"1976","Estonia","Crude divorce rate","3.6",""
"1977","Estonia","Crude divorce rate","3.9",""
"1978","Estonia","Crude divorce rate","3.8",""
"1979","Estonia","Crude divorce rate","4.1",""
"1980","Estonia","Crude divorce rate","4.1",""
"1981","Estonia","Crude divorce rate","4.1",""
"1982","Estonia","Crude divorce rate","3.9",""
"1983","Estonia","Crude divorce rate","4.2",""
"1984","Estonia","Crude divorce rate","4.1",""
"1985","Estonia","Crude divorce rate","4.0",""
"1986","Estonia","Crude divorce rate","3.9",""
"1987","Estonia","Crude divorce rate","3.9",""
"1988","Estonia","Crude divorce rate","3.8",""
"1989","Estonia","Crude divorce rate","3.8",""
"1990","Estonia","Crude divorce rate","3.7",""
"1991","Estonia","Crude divorce rate","3.7",""
"1992","Estonia","Crude divorce rate","4.3",""
"1993","Estonia","Crude divorce rate","3.9",""
"1994","Estonia","Crude divorce rate","3.8",""
"1995","Estonia","Crude divorce rate","5.2",""
"1996","Estonia","Crude divorce rate","4.0",""
"1997","Estonia","Crude divorce rate","3.8",""
"1998","Estonia","Crude divorce rate","3.2",""
"1999","Estonia","Crude divorce rate","3.3",""
"2000","Estonia","Crude divorce rate","3.0",""
"2001","Estonia","Crude divorce rate","3.1",""
"2002","Estonia","Crude divorce rate","3.0",""
"2003","Estonia","Crude divorce rate","2.9",""
"2004","Estonia","Crude divorce rate","3.1",""
"2005","Estonia","Crude divorce rate","3.0",""
"2006","Estonia","Crude divorce rate","2.8",""
"2007","Estonia","Crude divorce rate","2.8",""
"2008","Estonia","Crude divorce rate","2.6",""
"2009","Estonia","Crude divorce rate","2.4",""
"2010","Estonia","Crude divorce rate","2.2",""
"2011","Estonia","Crude divorce rate","2.3",""
"2012","Estonia","Crude divorce rate","2.4",""
"1960","Ireland","Crude divorce rate",":",""
"1961","Ireland","Crude divorce rate",":",""
"1962","Ireland","Crude divorce rate",":",""
"1963","Ireland","Crude divorce rate",":",""
"1964","Ireland","Crude divorce rate",":",""
"1965","Ireland","Crude divorce rate",":",""
"1966","Ireland","Crude divorce rate",":",""
"1967","Ireland","Crude divorce rate",":",""
"1968","Ireland","Crude divorce rate",":",""
"1969","Ireland","Crude divorce rate",":",""
"1970","Ireland","Crude divorce rate",":",""
"1971","Ireland","Crude divorce rate",":",""
"1972","Ireland","Crude divorce rate",":",""
"1973","Ireland","Crude divorce rate",":",""
"1974","Ireland","Crude divorce rate",":",""
"1975","Ireland","Crude divorce rate",":",""
"1976","Ireland","Crude divorce rate",":",""
"1977","Ireland","Crude divorce rate",":",""
"1978","Ireland","Crude divorce rate",":",""
"1979","Ireland","Crude divorce rate",":",""
"1980","Ireland","Crude divorce rate",":",""
"1981","Ireland","Crude divorce rate",":",""
"1982","Ireland","Crude divorce rate",":",""
"1983","Ireland","Crude divorce rate",":",""
"1984","Ireland","Crude divorce rate",":",""
"1985","Ireland","Crude divorce rate",":",""
"1986","Ireland","Crude divorce rate",":",""
"1987","Ireland","Crude divorce rate",":",""
"1988","Ireland","Crude divorce rate",":",""
"1989","Ireland","Crude divorce rate",":",""
"1990","Ireland","Crude divorce rate",":",""
"1991","Ireland","Crude divorce rate",":",""
"1992","Ireland","Crude divorce rate",":",""
"1993","Ireland","Crude divorce rate",":",""
"1994","Ireland","Crude divorce rate",":",""
"1995","Ireland","Crude divorce rate",":",""
"1996","Ireland","Crude divorce rate",":",""
"1997","Ireland","Crude divorce rate","0.0",""
"1998","Ireland","Crude divorce rate","0.4",""
"1999","Ireland","Crude divorce rate","0.6",""
"2000","Ireland","Crude divorce rate","0.7",""
"2001","Ireland","Crude divorce rate","0.7",""
"2002","Ireland","Crude divorce rate","0.7",""
"2003","Ireland","Crude divorce rate","0.7",""
"2004","Ireland","Crude divorce rate","0.8",""
"2005","Ireland","Crude divorce rate","0.8",""
"2006","Ireland","Crude divorce rate","0.9",""
"2007","Ireland","Crude divorce rate","0.8",""
"2008","Ireland","Crude divorce rate","0.8",""
"2009","Ireland","Crude divorce rate","0.7",""
"2010","Ireland","Crude divorce rate","0.7",""
"2011","Ireland","Crude divorce rate","0.6",""
"2012","Ireland","Crude divorce rate","0.6",""
"1960","Greece","Crude divorce rate","0.3",""
"1961","Greece","Crude divorce rate","0.3",""
"1962","Greece","Crude divorce rate","0.4",""
"1963","Greece","Crude divorce rate","0.4",""
"1964","Greece","Crude divorce rate","0.4",""
"1965","Greece","Crude divorce rate","0.4",""
"1966","Greece","Crude divorce rate","0.4",""
"1967","Greece","Crude divorce rate","0.4",""
"1968","Greece","Crude divorce rate","0.4",""
"1969","Greece","Crude divorce rate","0.4",""
"1970","Greece","Crude divorce rate","0.4",""
"1971","Greece","Crude divorce rate","0.4",""
"1972","Greece","Crude divorce rate","0.4",""
"1973","Greece","Crude divorce rate","0.5",""
"1974","Greece","Crude divorce rate","0.4",""
"1975","Greece","Crude divorce rate","0.4",""
"1976","Greece","Crude divorce rate","0.4",""
"1977","Greece","Crude divorce rate","0.5",""
"1978","Greece","Crude divorce rate","0.5",""
"1979","Greece","Crude divorce rate","0.5",""
"1980","Greece","Crude divorce rate","0.7",""
"1981","Greece","Crude divorce rate","0.7",""
"1982","Greece","Crude divorce rate","0.6",""
"1983","Greece","Crude divorce rate","0.6",""
"1984","Greece","Crude divorce rate","0.9",""
"1985","Greece","Crude divorce rate","0.8",""
"1986","Greece","Crude divorce rate","0.9",""
"1987","Greece","Crude divorce rate","0.9",""
"1988","Greece","Crude divorce rate","0.8",""
"1989","Greece","Crude divorce rate","0.6",""
"1990","Greece","Crude divorce rate","0.6",""
"1991","Greece","Crude divorce rate","0.6",""
"1992","Greece","Crude divorce rate","0.6",""
"1993","Greece","Crude divorce rate","0.7",""
"1994","Greece","Crude divorce rate","0.7",""
"1995","Greece","Crude divorce rate","1.0",""
"1996","Greece","Crude divorce rate","0.9",""
"1997","Greece","Crude divorce rate","0.9",""
"1998","Greece","Crude divorce rate","0.7",""
"1999","Greece","Crude divorce rate","0.9",""
"2000","Greece","Crude divorce rate","1.0",""
"2001","Greece","Crude divorce rate","1.0",""
"2002","Greece","Crude divorce rate","1.0",""
"2003","Greece","Crude divorce rate","1.1",""
"2004","Greece","Crude divorce rate","1.1",""
"2005","Greece","Crude divorce rate","1.2",""
"2006","Greece","Crude divorce rate","1.2",""
"2007","Greece","Crude divorce rate","1.2",""
"2008","Greece","Crude divorce rate","1.2",""
"2009","Greece","Crude divorce rate","1.2",""
"2010","Greece","Crude divorce rate","1.2",""
"2011","Greece","Crude divorce rate",":",""
"2012","Greece","Crude divorce rate",":",""
"1960","Spain","Crude divorce rate",":",""
"1961","Spain","Crude divorce rate",":",""
"1962","Spain","Crude divorce rate",":",""
"1963","Spain","Crude divorce rate",":",""
"1964","Spain","Crude divorce rate",":",""
"1965","Spain","Crude divorce rate",":",""
"1966","Spain","Crude divorce rate",":",""
"1967","Spain","Crude divorce rate",":",""
"1968","Spain","Crude divorce rate",":",""
"1969","Spain","Crude divorce rate",":",""
"1970","Spain","Crude divorce rate",":",""
"1971","Spain","Crude divorce rate",":",""
"1972","Spain","Crude divorce rate",":",""
"1973","Spain","Crude divorce rate",":",""
"1974","Spain","Crude divorce rate",":",""
"1975","Spain","Crude divorce rate",":",""
"1976","Spain","Crude divorce rate",":",""
"1977","Spain","Crude divorce rate",":",""
"1978","Spain","Crude divorce rate",":",""
"1979","Spain","Crude divorce rate",":",""
"1980","Spain","Crude divorce rate",":",""
"1981","Spain","Crude divorce rate","0.3",""
"1982","Spain","Crude divorce rate","0.6",""
"1983","Spain","Crude divorce rate","0.5",""
"1984","Spain","Crude divorce rate","0.5",""
"1985","Spain","Crude divorce rate","0.5",""
"1986","Spain","Crude divorce rate","0.5",""
"1987","Spain","Crude divorce rate","0.5",""
"1988","Spain","Crude divorce rate","0.6",""
"1989","Spain","Crude divorce rate","0.6",""
"1990","Spain","Crude divorce rate","0.6",""
"1991","Spain","Crude divorce rate","0.7",""
"1992","Spain","Crude divorce rate","0.7",""
"1993","Spain","Crude divorce rate","0.7",""
"1994","Spain","Crude divorce rate","0.8",""
"1995","Spain","Crude divorce rate","0.8",""
"1996","Spain","Crude divorce rate","0.8",""
"1997","Spain","Crude divorce rate","0.9",""
"1998","Spain","Crude divorce rate","0.9",""
"1999","Spain","Crude divorce rate","0.9",""
"2000","Spain","Crude divorce rate","0.9",""
"2001","Spain","Crude divorce rate","1.0",""
"2002","Spain","Crude divorce rate","1.0",""
"2003","Spain","Crude divorce rate","1.1",""
"2004","Spain","Crude divorce rate","1.2",""
"2005","Spain","Crude divorce rate","1.7",""
"2006","Spain","Crude divorce rate","2.9",""
"2007","Spain","Crude divorce rate","2.8",""
"2008","Spain","Crude divorce rate","2.4",""
"2009","Spain","Crude divorce rate","2.1",""
"2010","Spain","Crude divorce rate","2.2",""
"2011","Spain","Crude divorce rate","2.2",""
"2012","Spain","Crude divorce rate","2.2",""
"1960","France","Crude divorce rate",":",""
"1961","France","Crude divorce rate",":",""
"1962","France","Crude divorce rate",":",""
"1963","France","Crude divorce rate",":",""
"1964","France","Crude divorce rate",":",""
"1965","France","Crude divorce rate",":",""
"1966","France","Crude divorce rate",":",""
"1967","France","Crude divorce rate",":",""
"1968","France","Crude divorce rate",":",""
"1969","France","Crude divorce rate",":",""
"1970","France","Crude divorce rate",":",""
"1971","France","Crude divorce rate",":",""
"1972","France","Crude divorce rate",":",""
"1973","France","Crude divorce rate",":",""
"1974","France","Crude divorce rate",":",""
"1975","France","Crude divorce rate",":",""
"1976","France","Crude divorce rate",":",""
"1977","France","Crude divorce rate",":",""
"1978","France","Crude divorce rate",":",""
"1979","France","Crude divorce rate",":",""
"1980","France","Crude divorce rate",":",""
"1981","France","Crude divorce rate",":",""
"1982","France","Crude divorce rate",":",""
"1983","France","Crude divorce rate",":",""
"1984","France","Crude divorce rate",":",""
"1985","France","Crude divorce rate",":",""
"1986","France","Crude divorce rate",":",""
"1987","France","Crude divorce rate",":",""
"1988","France","Crude divorce rate",":",""
"1989","France","Crude divorce rate",":",""
"1990","France","Crude divorce rate",":",""
"1991","France","Crude divorce rate",":",""
"1992","France","Crude divorce rate",":",""
"1993","France","Crude divorce rate",":",""
"1994","France","Crude divorce rate",":",""
"1995","France","Crude divorce rate","2.1",""
"1996","France","Crude divorce rate","2.0",""
"1997","France","Crude divorce rate","2.0",""
"1998","France","Crude divorce rate","2.0",""
"1999","France","Crude divorce rate","2.0",""
"2000","France","Crude divorce rate","1.9",""
"2001","France","Crude divorce rate","1.9",""
"2002","France","Crude divorce rate","1.9",""
"2003","France","Crude divorce rate","2.1",""
"2004","France","Crude divorce rate","2.2",""
"2005","France","Crude divorce rate","2.5",""
"2006","France","Crude divorce rate","2.2",""
"2007","France","Crude divorce rate","2.1",""
"2008","France","Crude divorce rate","2.1",""
"2009","France","Crude divorce rate","2.0",""
"2010","France","Crude divorce rate","2.1",""
"2011","France","Crude divorce rate","2.0",""
"2012","France","Crude divorce rate",":",""
"1960","France (metropolitan)","Crude divorce rate","0.7",""
"1961","France (metropolitan)","Crude divorce rate","0.7",""
"1962","France (metropolitan)","Crude divorce rate","0.7",""
"1963","France (metropolitan)","Crude divorce rate","0.6",""
"1964","France (metropolitan)","Crude divorce rate","0.7",""
"1965","France (metropolitan)","Crude divorce rate","0.7",""
"1966","France (metropolitan)","Crude divorce rate","0.7",""
"1967","France (metropolitan)","Crude divorce rate","0.8",""
"1968","France (metropolitan)","Crude divorce rate","0.7",""
"1969","France (metropolitan)","Crude divorce rate","0.7",""
"1970","France (metropolitan)","Crude divorce rate","0.8",""
"1971","France (metropolitan)","Crude divorce rate","0.9",""
"1972","France (metropolitan)","Crude divorce rate","1.0",""
"1973","France (metropolitan)","Crude divorce rate","1.0",""
"1974","France (metropolitan)","Crude divorce rate","1.1",""
"1975","France (metropolitan)","Crude divorce rate","1.2",""
"1976","France (metropolitan)","Crude divorce rate","1.1",""
"1977","France (metropolitan)","Crude divorce rate","1.4",""
"1978","France (metropolitan)","Crude divorce rate","1.5",""
"1979","France (metropolitan)","Crude divorce rate","1.5",""
"1980","France (metropolitan)","Crude divorce rate","1.5",""
"1981","France (metropolitan)","Crude divorce rate","1.6",""
"1982","France (metropolitan)","Crude divorce rate","1.7",""
"1983","France (metropolitan)","Crude divorce rate","1.8",""
"1984","France (metropolitan)","Crude divorce rate","1.9",""
"1985","France (metropolitan)","Crude divorce rate","1.9",""
"1986","France (metropolitan)","Crude divorce rate","2.0",""
"1987","France (metropolitan)","Crude divorce rate","1.9",""
"1988","France (metropolitan)","Crude divorce rate","1.9",""
"1989","France (metropolitan)","Crude divorce rate","1.9",""
"1990","France (metropolitan)","Crude divorce rate","1.9",""
"1991","France (metropolitan)","Crude divorce rate","1.9",""
"1992","France (metropolitan)","Crude divorce rate","1.9",""
"1993","France (metropolitan)","Crude divorce rate","1.9",""
"1994","France (metropolitan)","Crude divorce rate","2.0",""
"1995","France (metropolitan)","Crude divorce rate","2.1",""
"1996","France (metropolitan)","Crude divorce rate","2.0",""
"1997","France (metropolitan)","Crude divorce rate","2.0",""
"1998","France (metropolitan)","Crude divorce rate","2.0",""
"1999","France (metropolitan)","Crude divorce rate","2.0",""
"2000","France (metropolitan)","Crude divorce rate","1.9",""
"2001","France (metropolitan)","Crude divorce rate","1.9",""
"2002","France (metropolitan)","Crude divorce rate","1.9",""
"2003","France (metropolitan)","Crude divorce rate","2.1",""
"2004","France (metropolitan)","Crude divorce rate","2.2",""
"2005","France (metropolitan)","Crude divorce rate","2.5",""
"2006","France (metropolitan)","Crude divorce rate","2.2",""
"2007","France (metropolitan)","Crude divorce rate","2.1",""
"2008","France (metropolitan)","Crude divorce rate","2.1",""
"2009","France (metropolitan)","Crude divorce rate",":",""
"2010","France (metropolitan)","Crude divorce rate","2.1",""
"2011","France (metropolitan)","Crude divorce rate","2.1",""
"2012","France (metropolitan)","Crude divorce rate",":",""
"1960","Croatia","Crude divorce rate","1.2",""
"1961","Croatia","Crude divorce rate","1.2",""
"1962","Croatia","Crude divorce rate","1.2",""
"1963","Croatia","Crude divorce rate","1.2",""
"1964","Croatia","Crude divorce rate","1.2",""
"1965","Croatia","Crude divorce rate","1.3",""
"1966","Croatia","Crude divorce rate","1.3",""
"1967","Croatia","Crude divorce rate","1.1",""
"1968","Croatia","Crude divorce rate","1.1",""
"1969","Croatia","Crude divorce rate","1.2",""
"1970","Croatia","Crude divorce rate","1.2",""
"1971","Croatia","Crude divorce rate","1.2",""
"1972","Croatia","Crude divorce rate","1.3",""
"1973","Croatia","Crude divorce rate","1.3",""
"1974","Croatia","Crude divorce rate","1.4",""
"1975","Croatia","Crude divorce rate","1.3",""
"1976","Croatia","Crude divorce rate","1.3",""
"1977","Croatia","Crude divorce rate","1.2",""
"1978","Croatia","Crude divorce rate","1.3",""
"1979","Croatia","Crude divorce rate","1.1",""
"1980","Croatia","Crude divorce rate","1.2",""
"1981","Croatia","Crude divorce rate","1.2",""
"1982","Croatia","Crude divorce rate","1.2",""
"1983","Croatia","Crude divorce rate","1.1",""
"1984","Croatia","Crude divorce rate","1.1",""
"1985","Croatia","Crude divorce rate","1.1",""
"1986","Croatia","Crude divorce rate","1.3",""
"1987","Croatia","Crude divorce rate","1.2",""
"1988","Croatia","Crude divorce rate","1.2",""
"1989","Croatia","Crude divorce rate","1.1",""
"1990","Croatia","Crude divorce rate","1.1",""
"1991","Croatia","Crude divorce rate","1.0",""
"1992","Croatia","Crude divorce rate","0.8",""
"1993","Croatia","Crude divorce rate","1.0",""
"1994","Croatia","Crude divorce rate","1.0",""
"1995","Croatia","Crude divorce rate","0.9",""
"1996","Croatia","Crude divorce rate","0.8",""
"1997","Croatia","Crude divorce rate","0.9",""
"1998","Croatia","Crude divorce rate","0.9",""
"1999","Croatia","Crude divorce rate","0.8",""
"2000","Croatia","Crude divorce rate","1.0",""
"2001","Croatia","Crude divorce rate","1.1",""
"2002","Croatia","Crude divorce rate","1.0",""
"2003","Croatia","Crude divorce rate","1.1",""
"2004","Croatia","Crude divorce rate","1.2",""
"2005","Croatia","Crude divorce rate","1.1",""
"2006","Croatia","Crude divorce rate","1.1",""
"2007","Croatia","Crude divorce rate","1.1",""
"2008","Croatia","Crude divorce rate","1.2",""
"2009","Croatia","Crude divorce rate","1.2",""
"2010","Croatia","Crude divorce rate","1.2",""
"2011","Croatia","Crude divorce rate","1.3",""
"2012","Croatia","Crude divorce rate","1.3",""
"1960","Italy","Crude divorce rate",":",""
"1961","Italy","Crude divorce rate",":",""
"1962","Italy","Crude divorce rate",":",""
"1963","Italy","Crude divorce rate",":",""
"1964","Italy","Crude divorce rate",":",""
"1965","Italy","Crude divorce rate",":",""
"1966","Italy","Crude divorce rate",":",""
"1967","Italy","Crude divorce rate",":",""
"1968","Italy","Crude divorce rate",":",""
"1969","Italy","Crude divorce rate",":",""
"1970","Italy","Crude divorce rate",":",""
"1971","Italy","Crude divorce rate","0.3",""
"1972","Italy","Crude divorce rate","0.6",""
"1973","Italy","Crude divorce rate","0.3",""
"1974","Italy","Crude divorce rate","0.3",""
"1975","Italy","Crude divorce rate","0.2",""
"1976","Italy","Crude divorce rate","0.2",""
"1977","Italy","Crude divorce rate","0.2",""
"1978","Italy","Crude divorce rate","0.2",""
"1979","Italy","Crude divorce rate","0.2",""
"1980","Italy","Crude divorce rate","0.2",""
"1981","Italy","Crude divorce rate","0.2",""
"1982","Italy","Crude divorce rate","0.3",""
"1983","Italy","Crude divorce rate","0.2",""
"1984","Italy","Crude divorce rate","0.3",""
"1985","Italy","Crude divorce rate","0.3",""
"1986","Italy","Crude divorce rate","0.3",""
"1987","Italy","Crude divorce rate","0.5",""
"1988","Italy","Crude divorce rate","0.5",""
"1989","Italy","Crude divorce rate","0.5",""
"1990","Italy","Crude divorce rate","0.5",""
"1991","Italy","Crude divorce rate","0.5",""
"1992","Italy","Crude divorce rate","0.5",""
"1993","Italy","Crude divorce rate","0.4",""
"1994","Italy","Crude divorce rate","0.5",""
"1995","Italy","Crude divorce rate","0.5",""
"1996","Italy","Crude divorce rate","0.6",""
"1997","Italy","Crude divorce rate","0.6",""
"1998","Italy","Crude divorce rate","0.6",""
"1999","Italy","Crude divorce rate","0.6",""
"2000","Italy","Crude divorce rate","0.7",""
"2001","Italy","Crude divorce rate","0.7",""
"2002","Italy","Crude divorce rate","0.7",""
"2003","Italy","Crude divorce rate","0.8",""
"2004","Italy","Crude divorce rate","0.8",""
"2005","Italy","Crude divorce rate","0.8",""
"2006","Italy","Crude divorce rate","0.9",""
"2007","Italy","Crude divorce rate","0.9",""
"2008","Italy","Crude divorce rate","0.9",""
"2009","Italy","Crude divorce rate","0.9",""
"2010","Italy","Crude divorce rate","0.9",""
"2011","Italy","Crude divorce rate","0.9",""
"2012","Italy","Crude divorce rate",":",""
"1960","Cyprus","Crude divorce rate",":",""
"1961","Cyprus","Crude divorce rate",":",""
"1962","Cyprus","Crude divorce rate",":",""
"1963","Cyprus","Crude divorce rate",":",""
"1964","Cyprus","Crude divorce rate","0.2",""
"1965","Cyprus","Crude divorce rate","0.2",""
"1966","Cyprus","Crude divorce rate","0.2",""
"1967","Cyprus","Crude divorce rate","0.2",""
"1968","Cyprus","Crude divorce rate","0.2",""
"1969","Cyprus","Crude divorce rate","0.2",""
"1970","Cyprus","Crude divorce rate","0.2",""
"1971","Cyprus","Crude divorce rate","0.3",""
"1972","Cyprus","Crude divorce rate","0.2",""
"1973","Cyprus","Crude divorce rate","0.2",""
"1974","Cyprus","Crude divorce rate","0.2",""
"1975","Cyprus","Crude divorce rate","0.2",""
"1976","Cyprus","Crude divorce rate","0.2",""
"1977","Cyprus","Crude divorce rate","0.3",""
"1978","Cyprus","Crude divorce rate","0.3",""
"1979","Cyprus","Crude divorce rate","0.3",""
"1980","Cyprus","Crude divorce rate","0.3",""
"1981","Cyprus","Crude divorce rate","0.3",""
"1982","Cyprus","Crude divorce rate","0.4",""
"1983","Cyprus","Crude divorce rate","0.5",""
"1984","Cyprus","Crude divorce rate","0.5",""
"1985","Cyprus","Crude divorce rate","0.5",""
"1986","Cyprus","Crude divorce rate","0.5",""
"1987","Cyprus","Crude divorce rate","0.6",""
"1988","Cyprus","Crude divorce rate","0.6",""
"1989","Cyprus","Crude divorce rate","0.6",""
"1990","Cyprus","Crude divorce rate","0.6",""
"1991","Cyprus","Crude divorce rate","0.5",""
"1992","Cyprus","Crude divorce rate","0.7",""
"1993","Cyprus","Crude divorce rate","0.8",""
"1994","Cyprus","Crude divorce rate","0.9",""
"1995","Cyprus","Crude divorce rate","1.2",""
"1996","Cyprus","Crude divorce rate","1.1",""
"1997","Cyprus","Crude divorce rate","1.3",""
"1998","Cyprus","Crude divorce rate","1.3",""
"1999","Cyprus","Crude divorce rate","1.7",""
"2000","Cyprus","Crude divorce rate","1.7",""
"2001","Cyprus","Crude divorce rate","1.7",""
"2002","Cyprus","Crude divorce rate","1.9",""
"2003","Cyprus","Crude divorce rate","2.0",""
"2004","Cyprus","Crude divorce rate","2.2",""
"2005","Cyprus","Crude divorce rate","2.0",""
"2006","Cyprus","Crude divorce rate","2.3",""
"2007","Cyprus","Crude divorce rate","2.1",""
"2008","Cyprus","Crude divorce rate","2.1",""
"2009","Cyprus","Crude divorce rate","2.2",""
"2010","Cyprus","Crude divorce rate","2.3",""
"2011","Cyprus","Crude divorce rate","2.3",""
"2012","Cyprus","Crude divorce rate","2.4",""
"1960","Latvia","Crude divorce rate","2.4",""
